nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Le Chambon,56,100,44
Monestier,51,100,49
Lanas,380,400,20
Privas,8369,8600,231
Burzet,455,500,45
Malbosc,151,200,49
Lemps,769,800,31
Le Lac-d'Issarlès,273,300,27
Félines,1481,1500,19
Saint-Martial,245,300,55
Saint-Jean-de-Muzols,2436,2500,64
Le Pouzin,2828,2900,72
Jaujac,1198,1200,2
Saint-Félicien,1184,1200,16
Saint-Jean-Roure,266,300,34
Saint-Étienne-de-Lugdarès,445,500,55
Devesset,287,300,13
Arlebosc,348,400,52
Désaignes,1193,1200,7
La Rochette,59,100,41
Saint-Jean-Chambre,253,300,47
Mariac,660,700,40
Juvinas,169,200,31
Rompon,979,1000,21
Pont-de-Labeaume,568,600,32
Pailharès,284,300,16
Chirols,256,300,44
Sarras,2067,2100,33
Saint-Joseph-des-Bancs,187,200,13
Saint-Michel-de-Chabrillanoux,364,400,36
Lavillatte,71,100,29
Saint-Privat,1597,1600,3
Annonay,16660,17200,540
Saint-Pons,264,300,36
Saint-Barthélemy-Grozon,497,500,3
Montselgues,91,100,9
Mercuer,1165,1200,35
Bourg-Saint-Andéol,7264,7300,36
Gilhac-et-Bruzac,157,200,43
Lachamp-Raphaël,84,100,16
Saint-Julien-du-Gua,160,200,40
Antraigues-sur-Volane,544,600,56
Rochepaule,285,300,15
Gourdon,97,100,3
Cheminas,297,300,3
Glun,686,700,14
Saint-Cyr,1288,1300,12
Saint-Barthélemy-le-Plain,795,800,5
Saint-Cierge-sous-le-Cheylard,191,200,9
Lalevade-d'Ardèche,1177,1200,23
Saint-Julien-Vocance,244,300,56
Peaugres,1959,2000,41
Le Cheylard,3218,3300,82
Laurac-en-Vivarais,895,900,5
Colombier-le-Jeune,563,600,37
Vocance,595,600,5
Gluiras,375,400,25
Toulaud,1685,1700,15
Rocher,279,300,21
Fabras,383,400,17
Lachapelle-sous-Chanéac,186,200,14
Albon-d'Ardèche,156,200,44
Aizac,154,200,46
Vinzieux,395,400,5
Ajoux,95,100,5
Saint-Sylvestre,497,500,3
Sécheras,489,500,11
Lanarce,164,200,36
Mars,276,300,24
Freyssenet,53,100,47
Labégude,1360,1400,40
Aubenas,11323,11500,177
Saint-Laurent-les-Bains,149,200,51
Chandolas,469,500,31
Nozières,271,300,29
Cornas,2253,2300,47
Tremblois-lès-Rocroi,160,200,40
Hannogne-Saint-Martin,466,500,34
Lametz,80,100,20
Sault-lès-Rethel,1882,1900,18
Champlin,77,100,23
Cernion,57,100,43
Tannay,159,200,41
Ham-sur-Meuse,252,300,48
Haudrecy,297,300,3
Fossé,55,100,45
Fléville,98,100,2
Montgon,69,100,31
Logny-Bogny,192,200,8
Margny,178,200,22
Donchery,2369,2400,31
Marquigny,73,100,27
Chatel-Chéhéry,161,200,39
Rouvroy-sur-Audry,570,600,30
Touligny,75,100,25
Auvillers-les-Forges,897,900,3
Tourcelles-Chaumont,95,100,5
Artaise-le-Vivier,59,100,41
Doumely-Bégny,95,100,5
Vaux-lès-Mouzon,84,100,16
Verpel,81,100,19
Ville-sur-Lumes,495,500,5
Leffincourt,177,200,23
Fépin,280,300,20
Thilay,1053,1100,47
Marvaux-Vieux,70,100,30
Aubrives,868,900,32
Remaucourt,154,200,46
Contreuve,65,100,35
Villers-le-Tourneur,178,200,22
Novy-Chevrières,652,700,48
Séchault,67,100,33
Écordal,293,300,7
La Chapelle,160,200,40
Lépron-les-Vallées,91,100,9
Authe,92,100,8
Aure,49,100,51
Bazeilles,1978,2000,22
Chaumont-Porcien,449,500,51
Dom-le-Mesnil,1074,1100,26
Murtin-et-Bogny,180,200,20
Corny-Machéroménil,175,200,25
Remilly-les-Pothées,253,300,47
Vaux-en-Dieulet,69,100,31
Neuville-Day,171,200,29
Grandham,57,100,43
Wignicourt,67,100,33
Regniowez,387,400,13
Chesnois-Auboncourt,173,200,27
La Sabotterie,75,100,25
Guincourt,96,100,4
Banogne-Recouvrance,160,200,40
Auge,52,100,48
Brieulles-sur-Bar,199,200,1
Maisoncelle-et-Villers,73,100,27
La Férée,85,100,15
Villers-sur-le-Mont,95,100,5
Champigneulle,58,100,42
Neufmaison,58,100,42
Sainte-Marie,88,100,12
Vireux-Molhain,1680,1700,20
Mont-Laurent,69,100,31
Brévilly,397,400,3
Tournes,1014,1100,86
Puilly-et-Charbeaux,258,300,42
Petites-Armoises,63,100,37
Le Chesne,988,1000,12
Haybes,2051,2100,49
Signy-l'Abbaye,1358,1400,42
Ville-sur-Retourne,76,100,24
Malandry,67,100,33
Cornay,83,100,17
Doux,71,100,29
Omicourt,44,100,56
Tourteron,177,200,23
Saint-Pierre-à-Arnes,65,100,35
Givet,6663,6700,37
Clavy-Warby,351,400,49
Thin-le-Moutier,557,600,43
Chilly,162,200,38
Arnicourt,164,200,36
Bignicourt,65,100,35
Rubécourt-et-Lamécourt,149,200,51
Douzy,1845,1900,55
Buzancy,375,400,25
Villers-devant-le-Thour,390,400,10
Ham-les-Moines,376,400,24
Lalobbe,185,200,15
Mont-Saint-Martin,84,100,16
Quatre-Champs,187,200,13
Brienne-sur-Aisne,181,200,19
Marby,66,100,34
Thelonne,364,400,36
Villers-sur-Bar,249,300,51
Neuville-lès-This,384,400,16
Aouste,198,200,2
Poilcourt-Sydney,180,200,20
Givron,86,100,14
Longwé,89,100,11
Quilly,84,100,16
Chalandry-Elaire,579,600,21
Guignicourt-sur-Vence,295,300,5
Monthermé,2459,2500,41
Villy,183,200,17
Chevières,50,100,50
Saint-Marceau,365,400,35
Blagny,1197,1200,3
Rocquigny,717,800,83
Omont,86,100,14
Chagny,176,200,24
Éteignières,492,500,8
Haraucourt,753,800,47
Hargnies,487,500,13
La Francheville,1587,1600,13
Harricourt,45,100,55
Maranwez,46,100,54
Barby,375,400,25
Yoncq,94,100,6
Coulommes-et-Marqueny,92,100,8
Son,96,100,4
Ardeuil-et-Montfauxelles,85,100,15
Grivy-Loisy,178,200,22
Beffu-et-le-Morthomme,74,100,26
Mondigny,181,200,19
Saint-Pierre-sur-Vence,148,200,52
Tournavaux,172,200,28
Hautes-Rivières,1647,1700,53
Beaumont-en-Argonne,465,500,35
Dricourt,83,100,17
Brécy-Brières,77,100,23
Floing,2468,2500,32
Neufmanil,1172,1200,28
Charleville-Mézières,49810,50900,1090
La Neuville-aux-Joûtes,353,400,47
Cliron,289,300,11
Sévigny-Waleppe,250,300,50
Semuy,87,100,13
Rumigny,383,400,17
Jonval,84,100,16
Maubert-Fontaine,1060,1100,40
Deux-Villes,265,300,35
Imécourt,57,100,43
Savigny-sur-Aisne,366,400,34
Biermes,273,300,27
Fumay,3697,3900,203
Aussonce,188,200,12
Matton-et-Clémency,462,500,38
Étalle,95,100,5
Revin,7214,7500,286
Saint-Pierremont,91,100,9
Saint-Quentin-le-Petit,147,200,53
Dommery,188,200,12
Vrigne-aux-Bois,3433,3500,67
Montigny-sur-Meuse,97,100,3
Fromelennes,1065,1100,35
Flize,1158,1200,42
Gruyères,72,100,28
Élan,77,100,23
Charnois,86,100,14
Carignan,3107,3200,93
Bièvres,61,100,39
Fromy,81,100,19
Arreux,364,400,36
Le Fréty,67,100,33
Vieux-lès-Asfeld,257,300,43
Le Châtelet-sur-Sormonne,169,200,31
Sachy,177,200,23
Bourcq,60,100,40
Bogny-sur-Meuse,5478,5500,22
Rubigny,76,100,24
Bouconville,51,100,49
Étrépigny,260,300,40
Raucourt-et-Flaba,855,900,45
Condé-lès-Autry,73,100,27
Chuffilly-Roche,93,100,7
Alleux,85,100,15
Vouziers,4141,4200,59
Boutancourt,277,300,23
Villers-le-Tilleul,261,300,39
Daigny,351,400,49
Hannappes,156,200,44
Estrebay,75,100,25
Pauvres,187,200,13
Bouvellemont,95,100,5
Mouzon,2303,2400,97
Écly,199,200,1
Auflance,85,100,15
Saint-Lambert-et-Mont-de-Jeux,174,200,26
Jandun,287,300,13
Suzanne,70,100,30
Mont-Saint-Remy,55,100,45
Taillette,374,400,26
Hagnicourt,71,100,29
Tailly,175,200,25
Aiglemont,1593,1600,7
Avaux,464,500,36
Mouron,81,100,19
Tétaigne,81,100,19
Moiry,191,200,9
Faux,56,100,44
Vaux-lès-Mouron,84,100,16
Senuc,149,200,51
Girondelle,153,200,47
Tagnon,939,1000,61
Grandchamp,95,100,5
Saint-Loup-Terrier,167,200,33
Chappes,94,100,6
Justine-Herbigny,168,200,32
Sormonne,564,600,36
Fligny,189,200,11
Sedan,18577,19200,623
Warnécourt,378,400,22
Vendresse,494,500,6
Montmeillant,94,100,6
La Horgne,190,200,10
Vandy,172,200,28
Grandpré,456,500,44
Margut,789,800,11
Chooz,773,800,27
La Ferté-sur-Chiers,181,200,19
Sury,97,100,3
Vrizy,341,400,59
Vaux-Villaine,192,200,8
Ménil-Annelles,96,100,4
Louvergny,80,100,20
Cauroy,183,200,17
Herbeuval,94,100,6
Signy-Montlibert,78,100,22
Sault-Saint-Remy,171,200,29
Sainte-Vaubourg,94,100,6
La Neuville-lès-Wasigny,165,200,35
Inaumont,81,100,19
Vivier-au-Court,3321,3400,79
Blanchefosse-et-Bay,155,200,45
Pouru-aux-Bois,290,300,10
Monthois,386,400,14
Fagnon,350,400,50
Sauville,270,300,30
Seuil,159,200,41
Autruche,63,100,37
Toges,94,100,6
Contrazy,61,100,39
Suc-et-Sentenac,55,100,45
Tourtouse,156,200,44
Lieurac,158,200,42
Vernajoul,691,700,9
Belloc,65,100,35
Esplas-de-Sérou,159,200,41
Lassur,62,100,38
Ségura,173,200,27
Dun,585,600,15
Benagues,456,500,44
Loubens,254,300,46
Carla-de-Roquefort,153,200,47
Engomer,274,300,26
Gajan,298,300,2
Balaguères,199,200,1
Sabarat,360,400,40
Montégut-en-Couserans,69,100,31
Bagert,59,100,41
Rouze,91,100,9
Gabre,94,100,6
Montoulieu,357,400,43
Justiniac,51,100,49
Campagne-sur-Arize,268,300,32
L'Aiguillon,392,400,8
Ax-les-Thermes,1363,1400,37
Castex,95,100,5
Mérens-les-Vals,185,200,15
Bédeille,82,100,18
Garde,184,200,16
Malegoude,48,100,52
Tabre,348,400,52
Encourtiech,99,100,1
Massat,693,700,7
Rivèrenert,188,200,12
Saint-Lary,148,200,52
Méras,97,100,3
Dreuilhe,365,400,35
Bethmale,98,100,2
Prayols,361,400,39
Montseron,82,100,18
Alliat,61,100,39
Esplas,95,100,5
Lescousse,81,100,19
Auzat,582,600,18
Boussenac,192,200,8
Orlu,190,200,10
Saint-Julien-de-Gras-Capou,62,100,38
Camon,166,200,34
La Bastide-de-Sérou,958,1000,42
Allières,61,100,39
L'Hospitalet-près-l'Andorre,94,100,6
Pailhès,396,400,4
Cérizols,154,200,46
Aulos,55,100,45
Arabaux,59,100,41
Sentenac-d'Oust,93,100,7
Durfort,163,200,37
Bénaix,155,200,45
Montfa,81,100,19
Roquefort-les-Cascades,97,100,3
Prades,47,100,53
Couflens,82,100,18
Vals,91,100,9
Baulou,160,200,40
Sorgeat,95,100,5
Niaux,195,200,5
Saint-Girons,6500,6600,100
Saint-Lizier,1453,1500,47
Nescus,73,100,27
Lavelanet,6525,6700,175
Biert,294,300,6
Camarade,180,200,20
Artigues,50,100,50
Sieuras,73,100,27
La Bastide-de-Lordat,264,300,36
Troye-d'Ariège,95,100,5
Saint-Michel,73,100,27
Serres-sur-Arget,787,800,13
Seix,790,800,10
Pamiers,15372,15900,528
Garanou,168,200,32
Arrout,75,100,25
La Bastide-de-Besplas,390,400,10
Betchat,364,400,36
Saint-Pierre-de-Rivière,692,700,8
Mijanès,91,100,9
Ludiès,75,100,25
Capoulet-et-Junac,184,200,16
Coutens,158,200,42
Dalou,782,800,18
Illartein,83,100,17
Sainte-Croix-Volvestre,650,700,50
Bénac,172,200,28
Régat,83,100,17
Taurignan-Castet,167,200,33
Carcanières,72,100,28
Lacourt,198,200,2
Villeneuve-d'Olmes,1125,1200,75
Durban-sur-Arize,163,200,37
Saint-Martin-d'Oydes,261,300,39
Montels,161,200,39
Montaut,684,700,16
Saint-Bauzeil,64,100,36
Teilhet,172,200,28
Cos,375,400,25
Péreille,193,200,7
Ganac,692,700,8
Luzenac,551,600,49
Orgibet,165,200,35
Bordes-sur-Lez,170,200,30
Prat-Bonrepaux,834,900,66
Moulis,789,800,11
Vira,172,200,28
Brie,191,200,9
Freychenet,95,100,5
Château-Verdun,49,100,51
Aucazein,64,100,36
Le Pla,46,100,54
Tarascon-sur-Ariège,3468,3500,32
Antras,62,100,38
Le Peyrat,479,500,21
Mauvezin-de-Prat,89,100,11
Clermont,95,100,5
Rimont,584,600,16
Augirein,64,100,36
Ercé,560,600,40
Argein,177,200,23
Gourbit,93,100,7
Quié,293,300,7
Caussou,65,100,35
Siguer,99,100,1
Orgeix,88,100,12
Saint-Quirc,374,400,26
Chennegy,451,500,49
Fontaine,285,300,15
Magnant,179,200,21
Herbisse,177,200,23
Granges,81,100,19
Crésantignes,285,300,15
Bagneux-la-Fosse,175,200,25
Fontaine-les-Grès,863,900,37
Saint-Jean-de-Bonneval,371,400,29
Vitry-le-Croisé,256,300,44
Bernon,196,200,4
Dampierre,292,300,8
Poligny,77,100,23
Bourguignons,276,300,24
Villiers-sous-Praslin,74,100,26
Chauchigny,254,300,46
Précy-Notre-Dame,81,100,19
Brienne-la-Vieille,451,500,49
Saint-Usage,87,100,13
Lhuître,279,300,21
Lagesse,180,200,20
Vougrey,46,100,54
Fralignes,76,100,24
Saint-Léger-sous-Brienne,393,400,7
Coursan-en-Othe,99,100,1
Échemines,81,100,19
Bligny,194,200,6
Bayel,854,900,46
Neuville-sur-Seine,397,400,3
Brillecourt,92,100,8
Champigny-sur-Aube,88,100,12
Villery,273,300,27
Nogent-sur-Seine,6064,6100,36
Thieffrain,161,200,39
Assenay,151,200,49
Coussegrey,159,200,41
Juvancourt,148,200,52
Saint-Martin-de-Bossenay,381,400,19
Bouy-sur-Orvin,57,100,43
Maizières-lès-Brienne,183,200,17
Dierrey-Saint-Julien,258,300,42
Mussy-sur-Seine,1119,1200,81
Auxon,965,1000,35
Croûtes,98,100,2
Saint-Aubin,595,600,5
Racines,175,200,25
Loches-sur-Ource,370,400,30
Saint-Flavy,267,300,33
Magnicourt,67,100,33
Dommartin-le-Coq,60,100,40
Saint-Nicolas-la-Chapelle,77,100,23
Vaucogne,78,100,22
Jeugny,461,500,39
Mergey,678,700,22
Mesnil-Lettre,59,100,41
Brienne-le-Château,3060,3100,40
Rumilly-lès-Vaudes,474,500,26
Ailleville,276,300,24
Pont-sur-Seine,995,1000,5
Torcy-le-Petit,81,100,19
Jaucourt,174,200,26
Saint-Germain,2276,2300,24
Fontette,183,200,17
Fuligny,52,100,48
Plessis-Barbuise,155,200,45
Pont-Sainte-Marie,4786,4800,14
Balnot-sur-Laignes,159,200,41
La Loge-aux-Chèvres,83,100,17
Chamoy,482,500,18
Buxières-sur-Arce,157,200,43
Baroville,342,400,58
Perthes-lès-Brienne,83,100,17
Jessains,296,300,4
Coclois,189,200,11
Avant-lès-Marcilly,499,500,1
Fontenay-de-Bossery,78,100,22
Montigny-les-Monts,256,300,44
Charmoy,67,100,33
Romilly-sur-Seine,13526,13800,274
Balnot-la-Grange,139,200,61
Proverville,255,300,45
Polisy,173,200,27
Amance,275,300,25
Thil,154,200,46
Saint-Léger-sous-Margerie,54,100,46
Fravaux,46,100,54
Villy-en-Trodes,284,300,16
Pougy,279,300,21
Noës-près-Troyes,3173,3200,27
Buchères,1395,1400,5
Poivres,161,200,39
Thors,75,100,25
Balignicourt,77,100,23
Metz-Robert,52,100,48
Urville,158,200,42
Hampigny,257,300,43
Blaincourt-sur-Aube,96,100,4
Chaudrey,153,200,47
Chavanges,667,700,33
Arrelles,87,100,13
Saint-Loup-de-Buffigny,194,200,6
Praslin,87,100,13
Vallentigny,192,200,8
Plaines-Saint-Lange,293,300,7
Voigny,183,200,17
Villeret,65,100,35
Donnement,82,100,18
Saint-Parres-aux-Tertres,2842,2900,58
Chaumesnil,88,100,12
Longpré-le-Sec,77,100,23
Saulcy,84,100,16
Davrey,267,300,33
Bar-sur-Aube,5259,5400,141
Épothémont,177,200,23
Avon-la-Pèze,188,200,12
Villiers-Herbisse,91,100,9
Maraye-en-Othe,493,500,7
Chervey,184,200,16
Allibaudières,268,300,32
Maisons-lès-Chaource,182,200,18
Marcilly-le-Hayer,677,700,23
Meurville,179,200,21
Villy-le-Bois,64,100,36
Salon,150,200,50
Pars-lès-Romilly,780,800,20
Pars-lès-Chavanges,73,100,27
Courtaoult,83,100,17
Ramerupt,386,400,14
Cormost,292,300,8
Champfleury,146,200,54
Bossancourt,198,200,2
Joncreuil,83,100,17
Lassicourt,69,100,31
Villeneuve-au-Chemin,180,200,20
Rilly-Sainte-Syre,254,300,46
Saint-Mesmin,897,900,3
La Louptière-Thénard,282,300,18
Torvilliers,875,900,25
Vinets,179,200,21
Saint-Hilaire-sous-Romilly,370,400,30
Macey,880,900,20
Vallant-Saint-Georges,387,400,13
Riceys,1349,1400,51
La Loge-Pomblin,67,100,33
Bérulle,264,300,36
Grandes-Chapelles,377,400,23
Fontvannes,597,600,3
Trancault,181,200,19
Lentilles,90,100,10
Troyes,60280,61500,1220
Montmartin-le-Haut,60,100,40
Ville-sous-la-Ferté,1119,1300,181
Courteranges,585,600,15
Celles-sur-Ource,487,500,13
Maisons-lès-Soulaines,80,100,20
Chacenay,62,100,38
Saint-Thibault,465,500,35
Le Mériot,574,600,26
Vernonvilliers,80,100,20
Javernant,162,200,38
Radonvilliers,393,400,7
Ossey-les-Trois-Maisons,598,600,2
Bar-sur-Seine,3233,3400,167
Lesmont,340,400,60
Avreuil,160,200,40
Trannes,250,300,50
Beurey,189,200,11
Ormes,197,200,3
Chappes,297,300,3
Fays-la-Chapelle,148,200,52
Bertignolles,67,100,33
Jasseines,170,200,30
Bragelogne-Beauvoir,263,300,37
Villy-le-Maréchal,167,200,33
Isle-Aubigny,165,200,35
Yèvres-le-Petit,74,100,26
Rigny-le-Ferron,375,400,25
La Motte-Tilly,380,400,20
Jully-sur-Sarce,296,300,4
Saint-Remy-sous-Barbuise,190,200,10
Montiéramey,441,500,59
Labastide-en-Val,93,100,7
Salsigne,372,400,28
Cassaignes,68,100,32
Floure,367,400,33
Talairan,375,400,25
Cabrespine,180,200,20
Saint-Martin-Lalande,1090,1100,10
Villar-Saint-Anselme,95,100,5
Embres-et-Castelmaure,163,200,37
Saint-Paulet,177,200,23
Verdun-en-Lauragais,259,300,41
Fourtou,62,100,38
Escales,374,400,26
Fanjeaux,779,800,21
Rennes-le-Château,72,100,28
La Digne-d'Amont,284,300,16
Carcassonne,47419,47600,181
Quillan,3301,3400,99
Cuxac-d'Aude,4253,4400,147
Taurize,78,100,22
Routier,252,300,48
Arquettes-en-Val,97,100,3
Soupex,265,300,35
Ladern-sur-Lauquet,259,300,41
Ricaud,294,300,6
Molleville,91,100,9
Tourouzelle,477,500,23
Generville,57,100,43
Saint-Martin-Lys,40,100,60
Villautou,57,100,43
Fonters-du-Razès,90,100,10
Montjardin,98,100,2
Peyriac-Minervois,1087,1100,13
Belvis,182,200,18
Cailla,53,100,47
Treilles,182,200,18
Montfort-sur-Boulzane,91,100,9
Montauriol,77,100,23
Caunettes-en-Val,50,100,50
Tournissan,271,300,29
Villeneuve-les-Corbières,267,300,33
Ginoles,356,400,44
Monze,195,200,5
Caux-et-Sauzens,782,800,18
Villardebelle,68,100,32
Mayreville,75,100,25
Feuilla,98,100,2
Termes,48,100,52
Belvianes-et-Cavirac,288,300,12
Villerouge-Termenès,155,200,45
Argens-Minervois,376,400,24
Fournes-Cabardès,63,100,37
Gourvieille,56,100,44
Saint-Papoul,769,800,31
Escueillens-et-Saint-Just-de-Bélengard,190,200,10
Serres,48,100,52
Rennes-les-Bains,196,200,4
Montgaillard,56,100,44
Saint-Couat-d'Aude,394,400,6
Coustaussa,56,100,44
Roullens,495,500,5
Orsans,92,100,8
Mézerville,82,100,18
Courtauly,74,100,26
La Louvière-Lauragais,79,100,21
Saint-Just-et-le-Bézu,65,100,35
Mireval-Lauragais,164,200,36
La Pomarède,162,200,38
Puichéric,1082,1100,18
Marquein,76,100,24
Saint-Amans,62,100,38
Peyrefitte-du-Razès,51,100,49
Lacombe,170,200,30
Labastide-Esparbairenque,85,100,15
Montréal,1921,2000,79
Coudons,48,100,52
Gaja-et-Villedieu,293,300,7
Couiza,1147,1200,53
Albas,74,100,26
Belcastel-et-Buc,71,100,29
Montferrand,496,500,4
Montirat,71,100,29
Homps,694,700,6
Saint-Julien-de-Briola,79,100,21
Pennautier,2465,2500,35
Malves-en-Minervois,784,800,16
Rouffiac-des-Corbières,75,100,25
Caudeval,179,200,21
Malviès,379,400,21
Saint-Pierre-des-Champs,172,200,28
Conilhac-de-la-Montagne,61,100,39
Payra-sur-l'Hers,168,200,32
Saint-Denis,494,500,6
Saint-Jean-de-Barrou,281,300,19
Roquefort-de-Sault,79,100,21
Montclar,194,200,6
Camps-sur-l'Agly,78,100,22
Montgradail,59,100,41
La Cassaigne,196,200,4
Puilaurens,260,300,40
Villesèque-des-Corbières,396,400,4
Citou,82,100,18
Artigues,83,100,17
Villedaigne,452,500,48
Ajac,198,200,2
Saint-Polycarpe,159,200,41
La Digne-d'Aval,537,600,63
Bouisse,93,100,7
Fontcouverte,534,600,66
Montolieu,766,800,34
Ventenac-Cabardès,848,900,52
Villarzel-Cabardès,191,200,9
Pech-Luna,98,100,2
Laurac,180,200,20
La Serpent,76,100,24
Fendeille,565,600,35
Saissac,929,1000,71
Lagrasse,583,600,17
Villespy,346,400,54
Donazac,93,100,7
Issel,465,500,35
Rieux-en-Val,87,100,13
Jonquières,61,100,39
Berriac,885,900,15
Roubia,477,500,23
Axat,640,700,60
Missègre,66,100,34
Pradelles-Cabardès,151,200,49
Fenouillet-du-Razès,88,100,12
Martys,271,300,29
Brézilhac,169,200,31
Caudebronde,182,200,18
Roquefeuil,277,300,23
Laroque-de-Fa,149,200,51
Nébias,270,300,30
Mazerolles-du-Razès,175,200,25
Saint-Louis-et-Parahou,62,100,38
Lauraguel,587,600,13
Palaja,2135,2200,65
Cailhau,255,300,45
Laprade,93,100,7
Bize-Minervois,1081,1100,19
Montséret,498,500,2
Greffeil,87,100,13
Peyrolles,83,100,17
Badens,746,800,54
Sougraigne,82,100,18
Trèbes,5308,5500,192
Salvezines,74,100,26
Coustouge,95,100,5
Saint-Couat-du-Razès,55,100,45
Villemagne,283,300,17
Coursan,6050,6100,50
Marseillette,677,700,23
Durban-Corbières,684,700,16
Roquefère,72,100,28
Escouloubre,95,100,5
Lastours,165,200,35
Espéraza,2081,2100,19
Cazalrenoux,77,100,23
Albières,98,100,2
Bessède-de-Sault,56,100,44
Quintillan,65,100,35
Gaja-la-Selve,152,200,48
Arques,275,300,25
Peyrefitte-sur-l'Hers,75,100,25
Saint-Gaudéric,76,100,24
Villarzel-du-Razès,96,100,4
Sonnac-sur-l'Hers,159,200,41
Ilhes,51,100,49
Murasson,194,200,6
Alpuech,77,100,23
Saint-Saturnin-de-Lenne,344,400,56
La Salvetat-Peyralès,1066,1100,34
La Capelle-Balaguier,276,300,24
Tayrac,170,200,30
Agen-d'Aveyron,1077,1100,23
Lapanouse,753,800,47
Najac,754,800,46
Le Vibal,470,500,30
Le Nayrac,551,600,49
Saint-Laurent-de-Lévézou,155,200,45
Réquista,2026,2100,74
Ambeyrac,185,200,15
Vimenet,257,300,43
Saint-Rome-de-Cernon,772,800,28
Laissac,1580,1600,20
Sauveterre-de-Rouergue,799,800,1
Auriac-Lagast,241,300,59
Peyreleau,78,100,22
Saint-Hippolyte,445,500,55
Sébazac-Concourès,3069,3100,31
Montpeyroux,559,600,41
Tauriac-de-Camarès,61,100,39
Salles-Curan,1067,1100,33
Villefranche-de-Panat,761,800,39
Bertholène,999,1000,1
Auzits,862,900,38
Rebourguil,273,300,27
Thérondels,444,500,56
Entraygues-sur-Truyère,1168,1200,32
Rodelle,976,1000,24
Cransac,1645,1700,55
Lacroix-Barrez,489,500,11
Saint-Salvadou,395,400,5
Saint-Santin,546,600,54
Saint-Amans-des-Cots,772,800,28
Saint-Igest,177,200,23
Laguiole,1256,1300,44
Rullac-Saint-Cirq,382,400,18
Saint-Jean-et-Saint-Paul,266,300,34
Saint-Félix-de-Sorgues,198,200,2
Camarès,976,1000,24
Le Clapier,75,100,25
Campuac,457,500,43
Asprières,683,700,17
Saint-Laurent-d'Olt,648,700,52
Compolibat,397,400,3
Campagnac,455,500,45
Nauviale,569,600,31
Sylvanès,96,100,4
Rodez,23917,24500,583
Soulages-Bonneval,272,300,28
La Capelle-Bonance,91,100,9
Prades-Salars,279,300,21
La Selve,652,700,48
Arvieu,865,900,35
Crespin,256,300,44
Saint-Jean-du-Bruel,682,700,18
Gabriac,487,500,13
Firmi,2517,2600,83
Taussac,457,500,43
Viviez,1375,1400,25
Rieupeyroux,2084,2100,16
Campouriez,383,400,17
Espalion,4341,4500,159
Laval-Roquecezière,293,300,7
Durenque,553,600,47
Mélagues,64,100,36
La Couvertoirade,175,200,25
Bor-et-Bar,188,200,12
Montjaux,386,400,14
La Capelle-Bleys,390,400,10
Le Fel,163,200,37
Lescure-Jaoul,255,300,45
Millau,21887,21900,13
Capdenac-Gare,4457,4600,143
Brommat,693,700,7
Creissels,1474,1500,26
Saint-Georges-de-Luzençon,1567,1700,133
Ségur,578,600,22
